avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
168,,,0.903169599,2,,low,0.6587878072,Employed,4
189,sales,,0.7878812998,4,,medium,0.5703095281,Employed,3
259,engineering,,0.5837672845,4,,low,0.9653074052,Employed,4
149,product,,0.577418575,4,,low,0.7800345937,Employed,3
164,procurement,,0.7867322501,5,,medium,0.9325234317,Employed,2
255,information_technology,,,3,,medium,0.6148754742,Employed,2
272,engineering,,0.8043609179,5,,medium,0.8453825305,Left,6
140,sales,,0.4709090171,2,,low,0.3750365966,Left,3
290,management,,0.755190522,7,,low,0.08086695498,Left,4
264,product,1,,4,,low,0.4455563739,Employed,2
223,finance,1,0.8681625905,5,,medium,0.6397899403,Employed,3
238,product,,0.7675488958,3,,low,0.4595545545,Employed,4
233,support,1,0.7737239374,4,,low,0.8514128845,Left,4
138,sales,1,0.5698017271,6,,medium,0.7145219725,Employed,4
272,support,,0.7740733113,4,,low,0.5804727979,Employed,3
209,sales,,0.9065903962,5,,low,0.9275160827,Employed,4
139,IT,,0.7204061923,4,,low,0.7574754723,Employed,3
141,support,,0.6922155946,3,,low,0.6694911111,Employed,4
144,sales,,0.8488170089,4,,medium,0.2770967082,Employed,4
127,information_technology,,0.5599073747,2,,medium,0.4400329946,Left,3
220,sales,,0.5858689045,3,1,low,0.8999689416,Employed,7
176,sales,,,4,,medium,0.5290999931,Employed,3
133,engineering,,0.8855709222,7,,low,0.2939768432,Left,5
122,sales,,0.3762339687,2,,low,0.7150336729,Employed,5
158,marketing,,0.8297998343,3,,medium,0.9006198325,Employed,7
142,sales,1,0.6761078883,4,,low,0.5757829985,Employed,4
151,finance,1,0.691591817,2,,low,0.4717138275,Employed,3
138,finance,,0.5558775414,2,,medium,0.454642596,Left,3
255,engineering,,0.5766156511,3,,high,0.8576313194,Left,5
201,support,1,0.8520270711,4,,low,0.8626109595,Employed,2
147,product,1,0.6775603321,4,,high,0.8387587111,Employed,2
181,finance,,0.7815267405,3,,low,0.5847466871,Employed,3
161,management,,0.5334073259,4,,high,0.4990968723,Employed,7
223,sales,,0.592473126,6,,medium,0.6318590677,Employed,6
203,support,1,0.5578880798,4,,high,0.7566706372,Employed,3
121,sales,,0.741283528,3,,low,0.3404938273,Employed,2
227,sales,,0.5633570212,4,1,high,0.8131941045,Employed,2
217,support,1,0.5114624921,4,,low,0.9091233524,Employed,6
132,engineering,,,2,,low,0.3153182416,Left,3
162,sales,,0.6540683337,3,,medium,0.4775148699,Employed,2
183,IT,,0.5187241872,4,,medium,0.9436327277,Employed,3
243,engineering,,0.7615344699,3,,medium,0.6211449142,Employed,3
189,sales,1,0.5633204592,3,,medium,1,Employed,4
191,engineering,,0.9035384267,3,,low,0.6513570049,Employed,4
128,management,,0.5169422782,2,,low,0.3975461766,Left,3
161,IT,,0.7248022422,6,,medium,0.8735655857,Left,4
134,marketing,,0.4882214621,2,,medium,0.3593197046,Left,3
206,,,0.8520790325,3,,medium,0.509153016,Employed,4
205,engineering,,0.6109249036,4,,low,0.9176818303,Employed,3
285,IT,,0.7977666949,7,,medium,0.125958827,Left,4
136,support,,0.5987406827,2,,low,0.4299026592,Left,3
273,,1,0.6750383008,5,,low,0.8198911717,Employed,3
141,sales,,0.6903961031,4,,low,0.305118628,Left,2
233,,,0.9370103624,5,,medium,0.9224570289,Left,5
149,product,,0.5151488354,2,,high,0.4210703088,Left,3
264,finance,,0.9642199084,7,,medium,0.117403372,Left,4
167,sales,,0.3761095026,3,,low,0.2212236137,Employed,5
198,engineering,,0.4475446211,3,,medium,0.6564486426,Employed,4
155,engineering,,0.5599691587,2,,low,0.4930926385,Left,3
136,engineering,,0.4881143088,2,,low,0.3934493577,Left,3
254,sales,,0.6020013588,3,,low,0.7271687381,Employed,2
120,marketing,,0.7780340787,5,,low,0.9591647636,Employed,3
267,engineering,,0.9574417662,3,,low,0.6262868815,Employed,3
127,engineering,,0.4337349408,2,,low,0.3700271997,Left,3
180,engineering,,0.7669889338,3,,medium,0.5402110418,Employed,2
216,sales,,0.453025017,4,,low,0.8659660966,Employed,2
155,,,0.6434875981,4,,high,0.8110904244,Employed,4
154,product,,0.6902735752,6,,medium,0.2023351999,Employed,5
211,management,,0.731164863,3,,high,0.7202574394,Employed,3
157,support,,0.4158760827,2,,medium,0.4196218335,Left,3
129,sales,,0.5734627583,2,,low,0.4487735775,Left,3
131,marketing,,0.4502714535,5,,medium,0.2960255016,Employed,3
109,finance,,0.534173241,3,,medium,0.3850656507,Employed,3
272,management,,0.7365159138,3,,high,0.5748224599,Employed,8
184,,,0.6255757305,5,,low,0.5783677455,Employed,3
169,support,,0.85898273,4,,low,0.6823579893,Employed,4
152,sales,,0.5000768038,2,,medium,0.3734915278,Left,3
112,engineering,,0.9279227687,4,,medium,0.5180483715,Employed,2
194,IT,,,4,,medium,0.7383420486,Employed,2
249,engineering,,0.5045005174,4,,low,0.1548574305,Employed,4
204,engineering,,,4,,low,0.5247659985,Employed,2
270,sales,,0.9099340466,7,,medium,0.05170125976,Left,4
268,IT,,0.861394671,6,,medium,0.1500828362,Left,4
172,admin,,0.5327676159,3,,medium,0.8102544399,Employed,4
221,engineering,,0.8410852568,6,,medium,0.1957964154,Employed,5
135,,,0.8702903135,5,,high,1,Employed,3
196,sales,,0.8414722045,4,,low,0.799908044,Employed,3
98,support,,0.9762133024,5,,medium,0.6194922574,Employed,2
178,support,,0.5243517033,4,,medium,0.7383611182,Employed,3
127,product,,0.4874796968,3,,high,0.3200815582,Employed,4
227,engineering,,0.6071557836,3,,medium,0.6343431926,Employed,3
180,product,,0.9972382657,2,,low,0.6451349201,Employed,2
174,sales,,0.7673851044,3,,medium,0.527423443,Employed,3
229,sales,1,0.938411787,3,,medium,0.8354524741,Employed,3
237,product,,0.8357744287,5,,low,0.7541571432,Employed,4
150,finance,,,3,,medium,0.890306268,Employed,2
280,sales,,0.7361208036,6,,medium,0.1311279091,Left,4
165,sales,,0.682770617,3,,medium,0.4051391696,Employed,3
155,IT,,,2,,low,0.5090066877,Left,3
103,sales,,0.3691326481,2,,low,0.939230273,Employed,3
149,sales,1,0.5445275308,2,,low,0.8303412435,Employed,2
211,IT,1,0.8790650198,5,,medium,0.6474555734,Employed,2
156,sales,,0.5540161283,2,,medium,0.4445922112,Left,3
242,support,,0.9850774282,5,,medium,0.2861521291,Employed,4
251,sales,,0.4634135064,5,,medium,0.5880150293,Employed,3
232,sales,1,0.6722903362,3,,medium,0.8651324397,Employed,3
254,sales,,,2,,low,0.5413707822,Employed,2
149,marketing,1,0.7153897696,3,,medium,0.6060955164,Employed,3
266,support,,0.9118742084,5,,medium,0.7302744576,Left,5
147,sales,,0.722386525,3,,low,0.6382147005,Employed,2
255,engineering,,0.4994530718,3,,high,0.7848635885,Left,5
206,IT,,0.6597213556,3,,low,0.7398106067,Employed,2
157,sales,,0.4883739924,2,,low,0.395208593,Left,3
151,sales,,0.6819629619,4,,medium,0.995334438,Employed,4
271,management,1,0.7653642133,2,,medium,0.5469023105,Employed,8
212,sales,,0.7232843174,3,,medium,0.1851542885,Employed,3
177,management,,0.9443094219,5,,medium,0.4727603839,Employed,4
195,management,,0.9049118728,5,,high,0.7356795059,Employed,6
134,sales,,0.4970496215,3,,medium,0.7859060414,Employed,3
264,finance,,0.5244902774,3,,medium,0.5580061552,Employed,2
156,sales,,0.5443351047,2,,low,0.3826071714,Left,3
167,finance,,0.3586197795,3,,medium,0.3175579323,Employed,3
135,sales,,0.4867697126,2,,medium,0.4321879178,Left,3
213,support,,0.9246345992,3,,high,0.2702840799,Employed,3
204,engineering,,0.7424581265,3,,high,0.4933724,Employed,2
236,product,,0.8965634712,5,,low,0.765250904,Left,6
258,support,,0.661321725,4,,high,0.6522376337,Employed,2
160,finance,,,3,,medium,0.3952018876,Employed,3
156,product,,0.698863951,4,,low,0.8402130775,Employed,3
243,finance,,0.5367675803,4,,medium,0.8764124178,Employed,4
184,support,,0.8435857954,4,,medium,0.7172062461,Employed,4
171,sales,,0.9626380643,4,,medium,0.4783420696,Employed,2
203,sales,,0.8036996605,4,,medium,0.7102684944,Employed,2
238,engineering,,0.509236751,5,,medium,0.9772855658,Employed,3
217,sales,,1,3,,medium,0.5066497669,Employed,3
279,sales,,0.8322456983,6,,low,0.05033684927,Left,4
150,sales,,0.8166560425,3,,medium,0.7934813781,Employed,4
101,IT,,0.8600712944,2,,low,0.6217055123,Employed,6
159,sales,,0.5413738009,2,,low,0.3807903595,Left,3
201,management,,0.6948010684,3,,high,0.7950849202,Employed,10
186,product,,0.88934795,5,,low,0.7727960248,Employed,4
134,engineering,,0.4782887418,5,,low,0.9771979835,Employed,6
151,finance,,0.4729439943,2,,medium,0.4946697757,Left,3
154,sales,1,0.5887432586,6,,medium,0.1502474599,Employed,10
173,sales,1,1,4,,low,0.7550010271,Employed,3
259,sales,1,,4,1,medium,0.5692275214,Employed,2
206,support,1,0.7731545006,4,,low,0.5827492668,Employed,2
270,engineering,,0.965728776,5,,medium,0.7887202099,Left,5
193,engineering,,,3,,medium,0.8006936102,Employed,3
156,sales,,,2,,high,0.4556910261,Left,3
162,engineering,,0.96774415,5,,low,0.7546868821,Left,4
211,marketing,1,0.8035167697,5,,low,0.6407237301,Employed,3
242,management,,0.8404239059,4,,medium,0.5656750125,Employed,2
163,sales,,0.5208783066,4,,high,0.7436509489,Employed,3
258,engineering,,0.6477113867,3,,medium,0.7507991819,Employed,2
160,sales,,0.4920989534,2,,low,0.3634873707,Left,3
268,,,0.803164462,5,,high,0.5838442606,Employed,3
182,marketing,,,3,,high,1,Employed,3
196,,,0.7413099401,3,,medium,1,Employed,3
272,management,,0.7498232795,3,,high,0.5710973274,Employed,8
274,engineering,,0.9427773056,4,,low,0.9024542736,Employed,4
260,IT,,0.6098695173,3,,low,0.6807501958,Employed,3
118,sales,,0.4372190095,2,,medium,0.1680418407,Employed,4
157,engineering,,0.7771975645,4,,low,0.8318499976,Employed,4
181,engineering,,0.6778449686,3,,low,0.6215529591,Employed,2
126,temp,,,2,,low,,Left,
174,support,,,5,,medium,0.7369188147,Employed,3
182,sales,,0.6274922874,5,,medium,0.9553329257,Employed,5
195,sales,,0.6545144095,4,,low,0.8243298003,Employed,3
159,engineering,1,,2,,low,0.4689774156,Left,3
265,information_technology,,0.7291775644,5,,low,0.7959978679,Employed,3
268,procurement,,0.762147654,5,,medium,0.5465477103,Employed,3
308,IT,,0.8390011362,6,,low,0.08132384812,Left,4
269,engineering,,0.8505930483,5,,low,0.8678193625,Left,5
202,support,,0.5614330013,5,,high,0.8904979705,Employed,3
207,information_technology,1,0.9799133559,5,,low,0.6728189635,Employed,4
167,sales,,0.9483621935,5,,medium,1,Employed,3
242,engineering,1,0.7475891511,3,,medium,0.7484049034,Employed,5
267,support,1,0.4520787142,2,,low,0.1340831302,Employed,6
138,sales,,0.5518759684,5,,low,0.7211205834,Employed,2
206,marketing,,,3,,medium,1,Employed,2
145,sales,,0.9535899912,5,,low,0.6676832206,Employed,2
212,product,,,4,,medium,0.89945713,Employed,2
271,product,,,3,,medium,0.8222186663,Employed,2
161,support,,0.6447267433,5,,medium,0.7019186842,Employed,3
252,IT,,0.8160683691,5,,medium,0.6113746465,Left,2
284,support,,0.9560761282,7,,low,0.06418457262,Left,4
193,finance,1,,4,,low,0.7282534645,Employed,3
126,engineering,,0.4631183981,2,,low,0.4274459346,Left,3
262,management,1,0.8031997334,3,1,high,0.7461542251,Employed,7
153,sales,,0.8462506226,4,,medium,0.7939764404,Employed,7
173,marketing,,0.9518455596,4,,low,0.8763478187,Employed,3
157,sales,1,0.505479727,4,,medium,0.609515673,Employed,3
236,sales,,0.9441201987,5,,medium,0.9799756496,Employed,4
139,engineering,,0.7401562169,2,,medium,0.7450703972,Employed,2
249,support,,0.7463850944,4,,medium,0.8519965466,Employed,2
69,temp,,,1,,low,,Employed,
137,finance,,0.6863576888,5,,low,0.8861987608,Employed,2
156,support,1,0.5907128352,3,,low,0.6757827842,Employed,6
175,engineering,,0.811457057,3,,medium,0.8275764568,Employed,3
272,engineering,,0.6456293223,4,,low,0.697104691,Employed,2
156,finance,,0.5289291081,2,,high,0.3129278917,Left,3
270,sales,,0.8554819646,4,,low,0.8848974071,Left,5
260,IT,,0.8765390789,5,,medium,0.8723016785,Left,5
87,temp,,,2,,medium,,Left,
121,sales,,0.5109252296,2,,medium,0.4426629801,Employed,2
186,marketing,,0.5415255019,5,,low,0.9943067399,Employed,3
166,management,1,0.9603916164,3,1,high,0.6936788465,Employed,3
165,engineering,,0.6291554994,3,,medium,0.215854837,Employed,4
132,sales,,0.5388560233,5,,low,0.2879581486,Left,5
139,support,,0.538330735,2,,low,0.407195759,Left,3
179,management,,0.807176214,4,,high,0.8383441161,Employed,3
147,sales,,0.4925611366,2,,low,0.3864985333,Left,3
237,finance,,0.7033820579,4,,low,0.5260903508,Employed,6
142,sales,,0.835196829,5,,medium,0.2129910647,Employed,4
156,support,,0.8803116353,4,,medium,0.6725371565,Employed,2
214,sales,1,0.5602985041,4,,medium,0.6607104251,Employed,3
220,sales,,,4,,low,0.9151932166,Employed,3
254,product,,,3,,medium,0.7306792826,Employed,3
128,sales,,0.4710391569,2,,low,0.3750612986,Left,3
124,IT,,0.9716003719,3,,medium,0.5136263993,Employed,5
249,engineering,,0.7590453042,5,,medium,0.7874071424,Employed,3
261,sales,,0.8302615597,5,,low,0.8520014087,Left,5
152,management,,,3,1,medium,0.6172445676,Employed,2
104,product,,0.5384523441,3,,high,0.4875155427,Employed,7
138,finance,1,0.5147234064,2,,medium,0.4051208654,Left,3
236,marketing,,0.7874078567,4,,low,0.8228208427,Employed,3
285,sales,,0.9535120337,2,,high,0.8220029677,Employed,3
252,,1,0.5026004048,4,,medium,0.7897901499,Employed,3
226,support,,0.89462465,5,,medium,0.6333096038,Employed,3
233,,,1,5,,medium,0.9574683534,Left,5
188,engineering,,0.429657715,2,,low,0.4700572999,Employed,3
249,management,1,,5,,high,0.5642737568,Employed,3
145,support,,0.498598447,2,,low,0.4352065399,Left,3
211,sales,,0.8530608804,4,,high,0.9455210294,Employed,3
228,engineering,,0.8618407852,4,,medium,0.4519178909,Employed,3
191,product,,0.3636189092,6,,medium,0.1938477153,Employed,2
192,,,0.7822940877,4,,low,1,Employed,3
125,sales,,0.3613035024,5,,low,0.699430489,Employed,4
264,finance,,0.8312624398,4,,medium,0.8414421803,Employed,3
201,engineering,,0.8421805746,3,,medium,0.5734958486,Employed,2
147,sales,,0.5609634313,4,,low,0.6816722714,Employed,10
142,finance,,0.5420593655,2,,low,0.4086497485,Left,3
207,sales,,0.5160444313,3,,low,0.4519579867,Employed,4
203,finance,1,0.8746579471,3,,medium,0.8279245943,Employed,3
180,support,,1,4,,medium,0.643315465,Employed,3
164,support,,0.7069688221,3,,medium,0.8671379841,Employed,3
173,IT,,0.6054412338,3,,low,0.6206011678,Employed,3
166,engineering,,,4,,low,0.9034009724,Employed,2
212,sales,,0.7087419913,3,,low,0.5236115098,Employed,3
161,IT,,0.532663939,2,,medium,0.3606077705,Left,3
260,support,,0.8147458043,6,,medium,0.0590517362,Left,4
193,finance,,0.4917899069,4,,high,0.5857307307,Employed,3
194,product,,,4,,low,0.1884406285,Employed,3
233,engineering,,0.7118655249,2,,medium,0.5483472965,Employed,3
157,management,,0.5859267917,3,,low,1,Employed,2
224,finance,,0.7054848235,3,,medium,0.7617709376,Employed,3
194,,,0.4143856861,2,,medium,0.7217947889,Employed,6
155,marketing,,0.5216818901,2,,low,0.3874745809,Left,3
152,marketing,,0.5520408263,2,,medium,0.3512358736,Left,3
182,management,,0.7954180166,2,,high,0.6980018109,Employed,3
183,support,,0.4983284689,3,,low,0.6334793516,Employed,2
215,engineering,,0.5602879333,5,,low,0.7348029307,Employed,4
183,finance,,0.7031815933,3,,medium,0.7306095361,Employed,3
161,sales,,0.5357843238,2,,low,0.4897000785,Left,3
233,engineering,1,0.5014171284,4,,low,0.8436808858,Employed,2
129,temp,,,2,,low,,Left,
214,engineering,1,0.6022279574,4,,low,0.508710932,Employed,3
178,sales,,0.5342142929,4,,medium,0.6910962707,Employed,4
261,marketing,,0.8699996835,5,,medium,0.2325154768,Employed,5
191,support,,0.9478779958,5,,high,0.3144128213,Employed,3
154,IT,,0.5313961784,2,,medium,0.4038908678,Left,3
232,IT,,0.7440612475,3,,medium,0.5210764866,Employed,2
159,product,,0.5257889884,2,,medium,0.4416670698,Left,3
302,IT,,0.8546757309,7,,medium,0.05024640837,Left,5
269,IT,,0.7976529226,6,,low,0.07159504295,Left,4
255,sales,,0.8619095227,6,,low,0.1358526864,Left,4
147,sales,,0.6739347373,4,,low,0.4189352794,Employed,2
133,support,,0.685971426,4,,medium,0.891040929,Employed,3
255,sales,,0.975896063,5,,low,0.9193977766,Left,6
186,support,1,0.8488440414,4,,low,0.6435444279,Employed,3
160,finance,,1,4,,low,0.1458135501,Employed,5
229,support,,0.6565246153,5,,medium,1,Employed,2
137,support,,0.4672860186,2,,medium,0.4618611425,Left,3
183,,,0.7809307232,3,,low,0.529791667,Employed,3
257,sales,,0.6422316886,3,,low,0.904445575,Employed,3
158,marketing,,0.847002749,4,,medium,0.8723161357,Employed,4
205,engineering,,0.6169629603,3,,medium,0.549137002,Employed,2
136,marketing,,,4,,medium,0.7976493913,Employed,3
207,sales,,0.8350362477,5,,high,0.9229324463,Employed,2
262,sales,,0.8512004198,4,,medium,0.9658315369,Employed,2
191,product,1,0.6294852831,3,,low,0.7716451804,Employed,3
295,engineering,,0.9490008897,4,,low,0.06561596664,Left,3
149,sales,,0.7300471414,4,,medium,0.3735059935,Left,3
249,IT,,0.5147631126,2,,medium,0.2788017336,Left,4
284,engineering,,0.4032494869,2,,high,0.4383185307,Employed,3
245,support,,,4,,medium,0.8486400949,Employed,3
136,,,0.5156910542,2,,low,0.3682436343,Left,3
128,sales,,0.4560572814,2,,low,0.4032370944,Left,3
185,product,,0.8596723908,3,,low,0.6776065921,Employed,4
199,sales,1,0.8669983968,5,,medium,0.2763290762,Employed,5
177,engineering,,,3,,low,0.7272086143,Employed,3
263,engineering,,0.7026888359,5,,medium,0.6970538181,Employed,3
146,support,,0.5040000083,4,,medium,0.5597700834,Employed,2
296,engineering,,0.8855431852,7,,medium,0.09246995161,Left,4
244,,,0.8388579186,6,,medium,0.09813496209,Left,4
215,engineering,,0.5494392041,4,,medium,0.7197515874,Employed,3
205,sales,1,0.7556987195,2,,low,0.3872831319,Employed,6
266,engineering,,0.6215746961,4,,medium,0.683768232,Employed,4
254,support,,0.8491949103,5,,low,0.6509745363,Employed,2
159,management,,0.8159539495,4,,medium,0.6291334085,Employed,4
221,sales,,0.779025249,2,,medium,0.4495622301,Employed,5
143,product,,0.4821827896,4,,medium,0.7845230489,Employed,6
260,support,,0.7111222333,3,,low,0.6509555698,Employed,4
245,sales,,0.8745854712,6,,low,0.06397727076,Left,4
250,marketing,,0.8471767408,3,,low,0.7069337399,Employed,3
133,finance,,0.7881775575,4,,low,0.9582184855,Employed,2
189,support,,0.6208154523,4,,medium,0.7927553063,Employed,2
248,management,,0.8996838385,5,,low,0.6783163761,Left,4
269,sales,,0.9590765996,4,,medium,0.960756688,Left,5
140,support,,0.5215660827,2,,low,0.4610438672,Left,3
143,sales,,0.9905856841,5,,low,0.5964835409,Employed,2
214,sales,,0.7738239878,4,,high,0.7891259413,Employed,3
243,product,,0.666295456,3,,medium,0.4947565014,Employed,2
273,engineering,,0.7059918205,4,,low,0.5025687191,Employed,3
181,sales,1,0.6182780303,4,,low,0.8513287258,Employed,3
246,engineering,,0.4513999608,6,,medium,0.8403316703,Employed,4
133,,,0.698019931,3,,low,0.7649849824,Employed,2
291,support,,0.8473970146,7,,medium,0.0642482848,Left,4
308,finance,,0.7369909172,7,,low,0.08079578616,Left,4
266,sales,,0.8534946245,5,,low,0.7467090101,Employed,5
233,engineering,,0.5755968988,3,,low,0.9146288575,Employed,3
173,marketing,,,2,,low,0.7192274393,Employed,3
254,engineering,1,0.8868161698,4,,low,0.6000208826,Employed,3
219,finance,,0.8391184745,4,,low,0.9660415553,Employed,3
232,product,,0.5217203018,3,,low,0.8800954766,Employed,4
286,product,,0.9649212042,6,,medium,0.589974006,Employed,4
110,product,,0.6266020732,3,,low,0.681381764,Employed,3
183,sales,,0.5816448031,3,,low,0.755905802,Employed,3
157,finance,,,4,,medium,0.7284876805,Employed,3
244,sales,,0.9455199607,3,,high,0.9485045687,Employed,2
269,sales,1,0.9268669671,2,,low,0.9409765471,Employed,4
266,admin,,0.5446323517,5,,low,0.6645812739,Employed,2
230,engineering,,0.442352105,3,,medium,0.7224852462,Employed,3
243,engineering,,0.963142335,5,,medium,0.8077758084,Left,6
204,sales,1,0.9809588447,4,,medium,0.522976267,Employed,3
253,IT,,0.9534339646,6,,medium,0.1683497368,Left,4
213,engineering,,1,4,,medium,0.2691417467,Employed,4
164,sales,,0.5633291498,3,,medium,0.918433089,Employed,3
142,sales,,0.5559796797,3,,low,0.9804341809,Employed,3
210,management,,0.6440402045,6,,high,0.1972109841,Employed,5
224,sales,1,0.7453302933,3,,low,0.7560880386,Employed,2
